season,name,team,games,minutes,points,rebounds.total,assists,trueShootingPct,usage
2017,Damion Bennett,Olivet,1,3,0,0,0,,15.1
2017,Conor Riordan,Simpson College (IA),1,8,4,0,0,1.0,13.5
2017,Nick Janssen,Simpson College (IA),1,2,2,0,0,1.0,27.0
2017,Kenton Thoms,Simpson College (IA),1,5,0,1,0,0.0,21.6
2017,Nick Noah,Simpson College (IA),1,15,2,2,2,0.167,21.6
2017,Sam Amsbaugh,Simpson College (IA),1,21,12,5,1,0.575,29.4
2017,Cort Singleton,Simpson College (IA),1,4,0,1,1,,0.0
2017,Logan Losh,Simpson College (IA),1,10,2,4,0,0.25,21.6
2017,Cayce Good,Simpson College (IA),1,2,6,0,1,1.5,54.0
2017,Ben Rajewski,Simpson College (IA),1,20,6,0,0,0.75,18.9
2017,Sabonis Smith,Simpson College (IA),1,20,1,3,1,0.181,15.6
2017,Jamie Montgomery,Simpson College (IA),1,8,0,0,0,0.0,13.5
2017,Cody Good,Simpson College (IA),1,10,2,2,1,0.333,16.2
2017,Ryan Skaar,Simpson College (IA),1,18,6,1,0,0.5,18.0
2017,DJ Dafney,Simpson College (IA),1,25,13,5,1,0.547,25.7
2017,Brook Thompson,Simpson College (IA),1,6,0,0,0,0.0,9.0
2017,Austin Turner,Simpson College (IA),1,26,5,5,3,0.417,18.7
2017,Nic Reed,Olivet Nazarene,1,20,10,3,4,0.753,23.3
2017,Luke Tuttle,Olivet Nazarene,1,25,0,2,1,0.0,7.7
2017,Dane Schlafley,Olivet Nazarene,1,20,6,5,3,0.6,19.3
2017,Josiah Blan,Olivet Nazarene,1,19,11,2,1,0.611,28.0
2017,Dakota Bennington,Olivet Nazarene,1,14,2,0,1,0.2,17.3
2017,Tyler Crater,Olivet Nazarene,1,20,12,2,0,0.545,29.0
2017,Ryan Carl,Olivet Nazarene,1,11,3,3,0,0.347,27.8
2017,Zach Tuxhorn,Olivet Nazarene,1,5,0,0,0,0.0,9.7
2017,Sterling Thornton,Olivet Nazarene,1,19,7,2,2,0.583,17.8
2017,Abe Barwegen,Olivet Nazarene,1,3,0,0,0,,0.0
2017,Sherrarr Tate,Olivet Nazarene,1,3,0,0,0,,0.0
2017,Chris Green,Olivet Nazarene,1,22,9,2,2,1.125,15.4
2017,Troy Swindle,Olivet Nazarene,1,19,9,1,3,0.781,27.4
2017,Sherman Dean III,Hiram,1,4,0,1,0,0.0,31.3
2017,Austin Blatt,Hiram,1,1,0,0,0,,41.7
2017,Kelvin Jones,Hiram,1,21,8,4,2,0.508,21.6
2017,Isaiah Matthews,Hiram,1,18,2,3,0,0.143,23.2
2017,Terrence Warren,Hiram,1,18,0,2,3,0.0,7.0
2017,Ryan Greenwood,Hiram,1,12,2,1,1,0.2,17.4
2017,Paul Ortiz,Hiram,1,20,8,0,0,0.444,27.1
2017,Caleb Berdine,Hiram,1,1,0,0,0,,0.0
2017,Brevin Dye,Hiram,1,9,4,2,0,0.4,27.8
2017,Marcel Rice,Hiram,1,11,2,1,0,0.333,19.0
2017,Daniel Aultman,Hiram,1,9,0,1,1,0.0,18.5
2017,Jared Butler,Hiram,1,14,4,1,3,0.4,20.9
2017,Derek Kopanic,Hiram,1,1,2,0,0,1.0,41.7
2017,Anton Gross,Hiram,1,8,0,0,1,,5.2
2017,Jake Williams,Hiram,1,15,7,4,1,0.583,22.3
2017,Joe Zoltowski,Hiram,1,5,3,0,0,1.5,8.3
2017,Jeremiah Thomas,Hiram,1,14,2,1,0,0.333,17.9
2017,Joe Caspio,Hiram,1,5,0,1,0,,8.3
2017,Kyle Deckerd,Hiram,1,14,11,2,0,0.688,29.8
2017,Brandon England,Arkansas-Monticello,1,0,0,0,0,,
2017,Hunter Daley,Arkansas-Monticello,1,1,0,1,0,,0.0
2017,Derylton Hill,Arkansas-Monticello,1,25,23,6,0,0.691,40.2
2017,Vicktor Arnick,Arkansas-Monticello,1,28,10,7,2,0.579,17.6
2017,Stephon Gordon,Arkansas-Monticello,1,24,5,3,2,0.47,12.2
2017,Cobe Goosby,Arkansas-Monticello,1,33,17,4,2,0.543,26.2
2017,Karim Mawunyega,Arkansas-Monticello,1,29,2,6,5,0.134,11.9
2017,Troy Thomas,Arkansas-Monticello,1,10,5,2,0,0.512,22.6
2017,Tayte Kitts,Arkansas-Monticello,1,3,0,0,0,,0.0
2017,Stephen Glassco Jr.,Arkansas-Monticello,1,20,5,0,0,1.025,10.3
2017,Tyrin Jones,Arkansas-Monticello,1,27,15,2,0,0.735,19.2
2017,Jeffrey Hayden,New York Institute Of Technology,1,33,21,6,5,0.884,21.5
2017,Kieran Hamilton,New York Institute Of Technology,1,32,12,2,2,0.607,18.0
2017,Kachi Nzerem,New York Institute Of Technology,1,13,8,5,0,0.667,24.0
2017,Walter King,New York Institute Of Technology,1,30,8,6,2,0.633,22.8
2017,Jon Feiler,New York Institute Of Technology,1,33,14,8,1,0.429,26.1
2017,Josh Primus,New York Institute Of Technology,1,1,0,0,0,0.0,44.6
2017,Leonard James,New York Institute Of Technology,1,3,4,2,0,1.064,28.0
2017,Justin Fackler,New York Institute Of Technology,1,3,0,0,0,,0.0
2017,Arvelle Jones III,New York Institute Of Technology,1,3,0,0,0,,0.0
2017,Vasilis Magkos,New York Institute Of Technology,1,4,2,1,0,0.347,32.1
2017,Henrik Davidsen,New York Institute Of Technology,1,13,2,5,1,0.333,13.7
2017,Zach Moore,New York Institute Of Technology,1,7,2,1,0,0.694,15.6
2017,Domonic Josephs,New York Institute Of Technology,1,16,2,2,3,0.25,16.7
2017,Edwin Sainvil,New York Institute Of Technology,1,9,0,1,1,0.0,5.0
2017,Ethan Snapp,Urbana,3,56,16,2,2,0.444,17.7
2017,Jimmy Weinke,Urbana,3,58,6,4,4,0.304,16.1
2017,Carlas Jackson,Urbana,3,87,22,15,5,0.322,22.9
2017,Demetrius Carr,Urbana,3,73,15,5,5,0.301,17.6
2017,Aarmanni Garnett,Urbana,3,63,4,6,2,0.167,14.1
2017,Andre Hawes,Urbana,3,23,10,2,0,0.625,17.2
2017,Dalton Payton,Urbana,2,46,5,2,0,0.232,13.1
2017,DeQuan Abrom,Urbana,3,79,40,9,2,0.591,23.7
2017,AJ Washington,Urbana,2,41,12,8,2,0.558,14.5
2017,Charles Sweatt-Washington,Urbana,1,13,0,1,0,0.0,28.6
2017,Jahmere Howze,Urbana,2,41,20,10,0,0.581,39.6
2017,Tyler Ellis,Urbana,2,20,1,7,1,0.129,19.9
2017,Camron Talley,East Central (OK),1,18,7,0,1,0.875,10.1
2017,Jamey Woods,East Central (OK),1,2,0,0,0,,22.7
2017,Jeremiah Fleming,East Central (OK),1,12,9,0,0,1.125,15.1
2017,Tyler Armstrong,East Central (OK),1,10,2,0,2,0.333,13.6
2017,Brett Cannon,East Central (OK),1,28,8,3,3,0.463,14.0
2017,Ishmael Donzo,East Central (OK),1,31,11,8,0,0.451,19.3
2017,Aly Hudgins,East Central (OK),1,21,9,8,2,0.699,16.1
2017,Donovan Halsel,East Central (OK),1,21,6,2,2,0.333,21.6
2017,Braxton Reeves,East Central (OK),1,36,17,2,5,0.373,35.0
2017,Ben Brown-White,East Central (OK),1,13,4,4,0,0.4,17.5
2017,Kd Moore,East Central (OK),1,8,2,3,2,0.5,22.7
2017,Alex Majewski,Missouri-St. Louis,1,13,8,2,0,0.546,33.0
2017,Joe Henderson,Missouri-St. Louis,1,6,2,3,0,0.333,25.8
2017,Nino Obanor,Missouri-St. Louis,1,3,0,0,0,0.0,34.4
2017,Dre Holmes,Missouri-St. Louis,1,16,11,2,1,0.917,25.8
2017,Hunter Reine,Missouri-St. Louis,1,21,8,7,0,0.444,29.5
2017,Drew Skaggs,Missouri-St. Louis,1,12,0,2,0,,4.3
2017,Steven Davis,Missouri-St. Louis,1,23,5,1,0,0.363,15.4
2017,Andreas Kefalas,Missouri-St. Louis,1,6,0,0,0,0.0,8.6
2017,DJ White,Missouri-St. Louis,1,22,2,4,2,0.25,11.7
2017,Elijah Watson,Missouri-St. Louis,1,17,7,3,1,0.658,22.2
2017,Kobe Wands,Missouri-St. Louis,1,20,0,0,2,0.0,5.2
2017,Joseph English,Missouri-St. Louis,1,24,10,2,3,0.446,34.8
2017,Max Cook,Missouri-St. Louis,1,17,2,2,3,0.258,11.8
2017,Jonny Pomerleau,Johnson & Wales (CO),1,7,0,0,0,,0.0
2017,King Grant-Perry,Johnson & Wales (CO),1,15,8,3,1,0.694,18.5
2017,Andrew Romero III,Johnson & Wales (CO),1,29,16,5,3,0.627,32.9
2017,Dakota Patton,Johnson & Wales (CO),1,8,0,1,1,0.0,30.2
2017,Jontrell Herman,Johnson & Wales (CO),1,30,12,7,0,0.436,23.7
2017,Edmond Myers Jr.,Johnson & Wales (CO),1,3,0,0,0,0.0,16.1
2017,Bailey Stephens,Johnson & Wales (CO),1,3,0,0,0,,16.1
2017,Bryson Sharpley,Johnson & Wales (CO),1,0,0,0,0,,
2017,Marshall Moore,Johnson & Wales (CO),1,5,0,0,0,0.0,9.7
2017,Aaron Stone,Johnson & Wales (CO),1,31,1,6,2,0.174,6.0
2017,Andrew Bonner,Johnson & Wales (CO),1,18,9,7,0,0.726,24.7
2017,Justin Lee,Johnson & Wales (CO),1,15,2,1,2,0.258,18.9
2017,Zeldon Peterson,Johnson & Wales (CO),1,19,7,1,0,0.486,23.4
2017,Blaze Roberts,Johnson & Wales (CO),1,3,0,0,1,,0.0
2017,Zach Jones,Johnson & Wales (CO),1,14,7,3,0,0.643,18.8
2017,Ivan Tomic,Thomas (GA),4,63,20,12,1,0.48,19.0
2017,Jalen Bonds,Thomas (GA),4,65,13,14,2,0.352,18.2
2017,Willie Holloway,Thomas (GA),2,21,4,8,0,0.667,8.7
2017,Albert Goss,Thomas (GA),1,6,0,1,0,0.0,13.4
2017,Dante DiSipio,Thomas (GA),4,51,7,7,0,0.254,15.0
2017,Katrell Myers,Thomas (GA),4,77,51,14,5,0.456,35.7
2017,Hezekiah Goodwin,Thomas (GA),4,31,2,0,1,0.111,16.7
2017,JaVoris Cooks,Thomas (GA),4,114,93,11,6,0.757,23.6
2017,DJ Roulhac,Thomas (GA),4,57,6,3,1,0.276,9.7
2017,Tre' Ford,Thomas (GA),4,68,16,12,3,0.351,25.2
2017,TJ Rines,Thomas (GA),4,63,18,8,4,0.39,17.8
2017,Traevon Gresham,Thomas (GA),3,33,18,5,0,0.458,30.6
2017,Jamison Williams,Thomas (GA),4,101,13,18,1,0.276,12.6
2017,William Cruz,Thomas (GA),2,50,15,6,2,0.452,19.7
2017,Cam Caldwell,Sewanee,1,7,0,1,0,0.0,7.5
2017,Matthew Lee,Sewanee,1,13,0,1,0,0.0,16.1
2017,Jonny Crumly,Sewanee,1,3,0,0,0,,0.0
2017,Hunter Buescher,Sewanee,1,25,12,0,0,0.75,25.1
2017,Andrew Heitzenrater,Sewanee,1,2,0,0,0,,0.0
2017,David Johnson,Sewanee,1,4,2,0,0,0.5,26.1
2017,Adrian Thomas,Sewanee,1,24,7,3,1,0.583,15.2
2017,Michael Barry,Sewanee,1,3,0,0,0,0.0,17.4
2017,J.C. Spencer,Sewanee,1,5,0,1,1,0.0,10.5
2017,Will Braden,Sewanee,1,2,0,0,0,,0.0
2017,Brody Stone,Sewanee,1,23,6,9,1,0.25,31.8
2017,Leo Born,Sewanee,1,22,4,2,0,0.532,11.3
2017,Taylor Howell,Sewanee,1,8,2,1,0,0.5,13.1
2017,Clay Born,Sewanee,1,28,7,4,1,0.444,22.2
2017,Jorden Williams,Sewanee,1,31,13,1,2,0.409,26.8
2017,Sjur Berg,Alaska Anchorage,3,24,0,4,2,0.0,10.3
2017,Curtis Ryan,Alaska Anchorage,2,15,4,4,0,0.333,30.4
2017,Augustus Simmers,Alaska Anchorage,3,37,9,3,0,0.726,8.3
2017,Tayler Thompson,Alaska Anchorage,1,6,0,1,1,0.0,9.0
2017,Corey Hammell,Alaska Anchorage,3,87,21,21,4,0.489,14.5
2017,Jackson McTier,Alaska Anchorage,1,2,0,0,0,,27.0
2017,Travis Parrish,Alaska Anchorage,3,12,0,2,1,0.0,12.4
2017,Connor Devine,Alaska Anchorage,3,82,33,17,5,0.636,16.9
2017,Ashton Pomrehn,Alaska Anchorage,3,20,3,2,0,0.3,12.4
2017,Spencer Svejcar,Alaska Anchorage,3,100,51,17,5,0.716,20.1
2017,Damien Fulp,Alaska Anchorage,2,10,0,0,1,0.0,25.8
2017,Diante Mitchell,Alaska Anchorage,3,104,50,11,16,0.777,19.1
2017,Sekou Wiggs,Alaska Anchorage,3,101,47,11,13,0.364,35.1
2017,Mark Paterson,St. Edward's,2,28,11,2,2,0.539,19.3
2017,Alex Doche,St. Edward's,2,22,14,3,1,0.643,21.9
2017,Justin Robinson,St. Edward's,1,3,0,2,1,,13.7
2017,Lucas Doria,St. Edward's,2,18,6,3,2,0.872,20.7
2017,Cory McKendree,St. Edward's,2,30,9,7,2,0.605,13.9
2017,James Taylor,St. Edward's,2,47,30,8,1,0.551,28.4
2017,Landon Goesling,St. Edward's,2,30,20,4,2,0.561,29.2
2017,Sean Watkins,St. Edward's,2,49,4,10,7,0.168,11.6
2017,Matthew Paterson,St. Edward's,2,23,5,5,2,0.336,20.1
2017,Ethan Gilbert,St. Edward's,2,40,9,6,2,0.349,15.3
2017,Ramir Burton,St. Edward's,2,51,29,5,5,0.606,22.5
2017,John Gramlich,St. Edward's,2,53,17,6,3,0.409,18.2
2017,Lyndon Cook,St. Edward's,2,6,0,4,0,0.0,29.5
2017,Ben Snider,Hiwassee,4,78,26,11,2,0.432,23.7
2017,Naequon Newman,Hiwassee,4,73,4,7,6,0.133,18.3
2017,Jay Johnson,Hiwassee,4,62,16,13,1,0.353,21.3
2017,Kobe Clisby,Hiwassee,4,27,6,6,1,0.469,12.6
2017,Toure Fudge,Hiwassee,4,66,30,10,7,0.449,24.0
2017,Tevin Henry,Hiwassee,3,75,12,7,1,0.378,15.1
2017,Dess Culpepper,Hiwassee,4,86,18,12,3,0.294,17.5
2017,Aario Johnson,Hiwassee,2,43,13,9,0,0.477,17.0
2017,Jay Cade,Hiwassee,4,72,14,6,6,0.263,20.9
2017,Daniel Graves,Hiwassee,4,84,34,11,5,0.399,29.5
2017,Chris Sumpter,Hiwassee,2,15,4,0,2,0.532,14.4
2017,Jeulian High,Hiwassee,4,86,16,12,0,0.273,17.9
2017,Kevis Jackson,Hiwassee,2,24,3,8,0,0.26,13.2
2017,Dylan Tredway,Hiwassee,1,3,0,1,0,,0.0
2017,Kyle Clevenger,Hiwassee,1,3,0,0,0,,0.0
2017,Justice Almada,Hiwassee,1,3,0,0,1,0.0,15.2
2017,Kevin Buckingham,Southeastern Oklahoma State,1,33,9,8,5,0.571,14.7
2017,Jett Jobe,Southeastern Oklahoma State,1,36,12,1,3,0.773,14.8
2017,James Donelan,Southeastern Oklahoma State,1,2,0,0,0,,0.0
2017,Bobby Johnson,Southeastern Oklahoma State,1,11,5,1,0,0.417,39.7
2017,Jose Libiano,Southeastern Oklahoma State,1,25,10,2,2,0.776,18.4
2017,Gianpalo Riccio,Southeastern Oklahoma State,1,30,16,4,3,0.889,21.8
2017,Marti Fonolla,Southeastern Oklahoma State,1,29,7,0,0,0.595,14.8
2017,Dino Muminovic,Southeastern Oklahoma State,1,8,5,1,0,0.579,36.3
2017,Tyler Lonzie,Southeastern Oklahoma State,1,13,4,4,0,0.476,21.8
2017,Nathan Jackson,Southeastern Oklahoma State,1,10,1,2,0,0.174,32.1
2017,Kyle Roberts,Southeastern Oklahoma State,1,3,0,0,0,,18.2
2017,Connor Sonius,Buena Vista,1,14,7,1,1,0.717,17.1
2017,Connor Winkleman,Buena Vista,1,5,0,0,0,,8.2
2017,Sean Morgan,Buena Vista,1,14,4,1,2,0.515,14.2
2017,Kennedy Drey,Buena Vista,1,26,15,9,1,0.4,32.6
2017,Paul Gallagher,Buena Vista,1,14,0,2,3,,8.7
2017,David Jeffries,Buena Vista,1,21,10,12,1,0.352,33.4
2017,Thomas Wisecup,Buena Vista,1,21,8,2,2,0.5,19.4
2017,Canyon Hopkins,Buena Vista,1,15,2,3,1,0.25,10.9
2017,Trey Robinson,Buena Vista,1,4,0,0,0,0.0,10.2
2017,Owen Statlander,Buena Vista,1,16,2,0,0,0.143,22.9
2017,Matt Goodman,Buena Vista,1,5,7,2,0,1.054,35.3
2017,Brady Dicks,Buena Vista,1,4,0,1,0,,10.2
2017,Grant Wright,Buena Vista,1,12,0,0,1,0.0,6.8
2017,Tim Jeffries,Buena Vista,1,16,4,2,2,0.4,17.8
2017,Adam Juhl,Buena Vista,1,13,6,2,0,0.75,22.0
2017,Cory Wilhelm,University of The Ozarks,1,7,0,1,1,0.0,14.6
2017,Kelvin Knight,University of The Ozarks,1,1,0,0,0,,0.0
2017,Clay Conley,University of The Ozarks,1,1,0,1,0,0.0,51.1
2017,Dylan Gray,University of The Ozarks,1,29,5,4,5,0.417,17.6
2017,Konner Johnston,University of The Ozarks,1,1,0,0,0,,0.0
2017,Pete Barber,University of The Ozarks,1,18,4,1,1,0.333,17.0
2017,Josh Berard,University of The Ozarks,1,32,17,3,5,0.479,39.5
2017,Jace Richardson,University of The Ozarks,1,33,16,1,4,0.462,31.5
2017,Josh Ferrell,University of The Ozarks,1,21,0,0,1,,2.4
2017,Ricky Scott,University of The Ozarks,1,15,2,1,1,1.0,6.8
2017,Dedric Patterson,University of The Ozarks,1,1,0,1,0,,0.0
2017,Skylar Barnes,University of The Ozarks,1,13,5,1,0,1.25,11.8
2017,Reggie Sanchez,University of The Ozarks,1,1,0,0,0,0.0,45.0
2017,Dillon Gash,University of The Ozarks,1,10,3,0,3,1.5,15.3
2017,Jerome Luster,University of The Ozarks,1,17,9,3,0,1.042,13.0
2017,Aron Stewart,Miles,2,50,22,12,3,0.637,17.4
2017,Carl Garcia,Miles,2,51,10,12,8,0.47,11.8
2017,Sheldon Wright,Miles,2,39,39,5,2,0.725,36.5
2017,Bradley Nero,Miles,1,1,0,0,0,,0.0
2017,Aaron Jones,Miles,1,16,3,3,0,0.521,13.9
2017,Joshua Murrell,Miles,1,5,0,0,0,0.0,18.2
2017,Chauncey Day,Miles,1,25,13,1,5,0.597,19.8
2017,Joshua Johnson,Miles,2,49,8,8,7,0.397,12.7
2017,Eric Halliwell,Miles,2,27,0,4,1,0.0,1.8
2017,Shaquille Cook,Miles,2,40,22,4,0,0.429,34.1
2017,Eric Dansby,Miles,2,8,4,1,0,0.41,29.1
2017,KeAndre Swopes,Miles,2,14,0,0,0,0.0,16.6
2017,E Reginald Smalls,Miles,2,30,4,2,1,0.202,17.3
2017,Javier McKinney,Miles,2,37,14,2,4,0.335,26.9
2017,Joshua Samuels,Miles,1,8,0,1,1,0.0,31.3
2017,Monroe Porter,Western State Colorado University,1,12,0,4,0,0.0,10.1
2017,Brady Subart,Western State Colorado University,1,14,12,3,1,0.75,35.6
2017,James Willis,Western State Colorado University,1,18,0,2,0,0.0,16.6
2017,Zach Madlom,Western State Colorado University,1,6,0,0,0,0.0,8.3
2017,Collin Smith,Western State Colorado University,1,27,9,9,1,0.45,24.0
2017,Ben Beauchamp,Western State Colorado University,1,31,8,5,1,0.441,21.1
2017,Branden Cosby-Lee,Western State Colorado University,1,23,2,1,0,0.184,14.0
2017,Will Duggan,Western State Colorado University,1,19,5,0,1,0.512,23.3
2017,Patrick Sniff,Western State Colorado University,1,24,4,4,0,0.222,20.8
2017,Ray Beresford,Western State Colorado University,1,26,9,2,2,0.483,17.9
2017,Jack Lake,Fontbonne,2,28,4,1,0,0.254,19.0
2017,Kris McCann,Fontbonne,1,23,2,2,0,0.111,26.6
2017,Thomas Ritter,Fontbonne,2,19,0,0,0,0.0,12.9
2017,Logan Kelley-Wolff,Fontbonne,2,13,3,3,0,0.543,10.4
2017,James Wiggins,Fontbonne,2,30,9,6,0,0.418,22.5
2017,Josh Calloni,Fontbonne,2,14,2,1,0,0.143,24.5
2017,Jayden Hatcher,Fontbonne,2,4,3,0,0,1.5,12.2
2017,Anthony Loper,Fontbonne,2,17,2,2,0,0.532,11.2
2017,Trey Miller,Fontbonne,1,4,0,0,0,0.0,12.8
2017,Jeff Smith,Fontbonne,2,26,6,5,0,0.342,22.1
2017,Dallas Haywood,Fontbonne,2,48,14,3,2,0.412,22.4
2017,Trey Watkins,Fontbonne,2,38,2,3,0,0.25,12.9
2017,Orkan Bakis,Fontbonne,2,24,8,6,1,0.45,22.2
2017,Rio Justice Chandler,Fontbonne,1,16,8,3,0,0.581,21.9
2017,Zac Ridenhour,Fontbonne,2,18,3,2,2,0.307,18.7
2017,Andrew Sawdy,Fontbonne,1,4,1,0,1,0.266,24.0
2017,Garrett McDowell,Fontbonne,2,12,2,0,1,0.25,16.3
2017,Tyler Schwartz,Fontbonne,2,34,1,3,2,0.063,30.1
2017,Murphy Hamer,Fontbonne,2,9,0,0,0,0.0,5.4
2017,Kody Ettinger,Fontbonne,1,19,6,5,1,0.429,22.3
2017,Naim Ladd,Central Washington,1,31,12,4,2,0.378,22.5
2017,Jerome Bryant,Central Washington,1,17,7,3,3,0.788,11.5
2017,Jawan Stepney,Central Washington,1,31,8,6,1,0.444,14.2
2017,Terry Dawn,Central Washington,1,17,0,1,1,0.0,7.7
2017,Dom Hunter,Central Washington,1,35,26,4,1,0.496,34.1
2017,Chris-Michael Garret,Central Washington,1,24,7,3,2,0.47,15.4
2017,Sage Woodruff,Central Washington,1,11,2,3,0,0.333,19.9
2017,Fuquan Niles,Central Washington,1,23,12,16,0,0.536,27.1
2017,Marc Rodgers,Central Washington,1,11,2,1,1,0.333,12.0
2017,Noah Daoust,McGill,1,24,4,6,3,0.212,22.0
2017,Francois Bourque,McGill,1,19,6,2,0,0.41,24.9
2017,Michael Peterkin,McGill,1,26,5,7,1,0.37,17.1
2017,Jenning Leung,McGill,1,23,12,2,1,0.581,29.4
2017,Dele Ogundokun,McGill,1,26,5,5,0,0.417,19.5
2017,Michael Richard,McGill,1,18,1,3,1,0.174,13.7
2017,Daniel Pieper,McGill,1,12,0,2,0,0.0,21.1
2017,Sebastian Beckett,McGill,1,11,0,1,0,0.0,9.2
2017,Greg Trahan,McGill,1,5,0,0,0,,10.1
2017,Andrew Peterson,McGill,1,7,2,1,1,1.136,13.6
2017,Avery Cadogan,McGill,1,13,6,0,0,0.551,25.1
2017,Isaiah Cummins,McGill,1,16,4,3,2,0.41,18.6
2017,Brandon Collier,Wheelock College,1,22,11,1,1,1.1,14.1
2017,David Thelemaque,Wheelock College,1,6,0,0,0,0.0,8.6
2017,Kendall Humphrey,Wheelock College,1,7,0,0,1,0.0,14.7
2017,Kadeem Apply,Wheelock College,1,6,1,1,0,0.266,16.1
2017,Blake McNamara,Wheelock College,1,17,3,3,1,0.375,12.1
2017,Anthony Williams,Wheelock College,1,32,13,5,0,0.409,27.2
2017,Pablo Tovar,Wheelock College,1,8,4,0,1,0.5,25.8
2017,Lawrence Christmas,Wheelock College,1,6,3,2,1,0.75,25.8
2017,Devin Brown,Wheelock College,1,21,3,1,0,0.152,24.2
2017,Matthew Eason,Wheelock College,1,21,3,1,1,0.3,12.3
2017,Derek Fournier,Wheelock College,1,22,3,3,0,0.214,16.4
2017,Nicholas Fenton,Wheelock College,1,32,6,1,5,0.231,27.4
2017,Trevor Zacher,University of Mary,1,23,5,6,1,0.313,20.3
2017,Michael Gorder,University of Mary,1,6,0,0,0,,0.0
2017,Jaylan White,University of Mary,1,16,2,0,0,0.333,11.0
2017,Bryan Jefferson,University of Mary,1,29,10,1,1,0.396,35.6
2017,Isaac Lindquist,University of Mary,1,35,6,5,2,0.3,18.4
2017,Pat Thomas,University of Mary,1,24,0,4,1,0.0,13.3
2017,Damonta Henry,University of Mary,1,24,6,1,1,0.5,17.1
2017,Luke Scott,University of Mary,1,12,0,1,1,0.0,14.6
2017,Dominic Miller,University of Mary,1,0,0,0,0,,
2017,Erron Collins,University of Mary,1,7,3,0,0,1.136,27.7
2017,Rickey Suggs,University of Mary,1,24,6,2,0,0.429,19.5
2017,James Delahanty,Staten Island,1,5,0,1,0,0.0,9.9
2017,Edin Bracic,Staten Island,1,27,9,4,2,0.375,21.9
2017,Christian Taylor,Staten Island,1,19,8,1,1,0.633,19.0
2017,Stephen Flagg,Staten Island,1,7,3,0,0,0.399,47.7
2017,Zaqan Charles,Staten Island,1,8,0,2,0,0.0,12.3
2017,Jade Spencer,Staten Island,1,9,0,3,0,0.0,11.0
2017,Raymond Savage,Staten Island,1,10,3,0,0,0.375,24.7
2017,Jasin Cobovic,Staten Island,1,11,0,0,0,0.0,9.0
2017,Kevon Murphy,Staten Island,1,19,6,2,0,0.375,20.8
2017,Khaleeq Baum,Staten Island,1,27,9,8,1,0.387,26.8
2017,Vaughndras Lennon,Staten Island,1,8,0,1,0,,0.0
2017,Robert Rossiter,Staten Island,1,20,3,1,0,0.3,14.8
2017,Vincent Dacunto,Staten Island,1,4,0,0,0,,37.0
2017,Frank Schettino,Staten Island,1,26,1,3,6,0.054,21.5
2017,Brad Nairn,Henderson State,1,21,14,4,1,0.875,19.1
2017,DJ Franklin,Henderson State,1,15,2,4,0,0.258,16.3
2017,Kaylon Tappin,Henderson State,1,25,12,1,0,0.521,25.1
2017,Eric Dailey,Henderson State,1,28,10,0,3,0.625,17.9
2017,Matt Panaggio,Henderson State,1,28,3,4,7,0.255,10.5
2017,Moctar Dieng,Henderson State,1,0,0,0,0,,
2017,Tyler Williams,Henderson State,1,0,0,0,0,,
2017,Kyle Murphy,Henderson State,1,1,0,0,0,0.0,50.1
2017,Chris Hawkins,Henderson State,1,24,15,8,2,0.705,24.3
2017,Kevin Kozan,Henderson State,1,31,8,1,2,0.5,12.9
2017,Toney Foster,Henderson State,1,27,11,2,1,0.393,33.4
2017,Zydrunas Jurgutis,Henderson State,1,0,0,0,0,,
2017,Devonta Brooks,Panhandle St (OK),2,53,6,10,1,0.188,16.4
2017,Riyadh Asad,Panhandle St (OK),2,58,10,2,0,0.372,14.5
2017,Jaedon Whitfield,Panhandle St (OK),2,44,16,4,0,0.727,15.3
2017,Jace Kerr,Panhandle St (OK),2,46,12,2,1,0.39,21.4
2017,Brandon Green,Panhandle St (OK),1,11,1,4,0,0.568,4.2
2017,Bronson Burns,Panhandle St (OK),2,15,0,0,0,0.0,12.9
2017,Sita Sesay,Panhandle St (OK),2,42,9,5,1,0.286,26.1
2017,Malcolm Glanville,Panhandle St (OK),2,48,17,5,1,0.385,34.2
2017,Jake Regier,Panhandle St (OK),1,26,6,2,2,0.375,15.6
2017,Bowan Nyberg,Panhandle St (OK),2,36,5,7,4,0.278,14.7
2017,Pierre Roddy,Panhandle St (OK),1,21,9,3,2,0.605,33.2
2017,Treyvon Bashir,Great Falls,2,53,9,10,1,0.375,16.5
2017,Jared Schultz,Great Falls,2,61,9,5,3,0.349,13.5
2017,Matthew Brooks-McGregor,Great Falls,2,48,10,7,0,0.273,21.6
2017,Sergio Berkley,Great Falls,2,45,20,3,4,0.49,28.5
2017,Frank Gump III,Great Falls,2,11,2,1,1,0.25,17.7
2017,Jarred Burr,Great Falls,2,27,5,3,6,0.644,10.6
2017,Andrej Slavik,Great Falls,1,21,10,2,0,0.512,27.6
2017,Davone Oliver Jr.,Great Falls,2,51,4,2,2,0.126,15.1
2017,Tymarieh Dixon,Great Falls,2,46,29,12,3,0.41,42.7
2017,Iain Carr,Great Falls,2,37,2,7,0,0.5,5.3
2017,TJ Booth,Rowan,1,15,0,3,1,0.0,14.6
2017,Tomas Malmsjo,Rowan,1,16,4,1,0,0.667,8.4
2017,Rob DePersia,Rowan,1,19,6,1,5,0.51,16.2
2017,Jordan Sintras,Rowan,1,15,2,3,0,0.25,11.9
2017,Brian Thatcher,Rowan,1,12,0,0,0,0.0,7.5
