PLAYER_ID,PLAYER_NAME,DRAFT_YEAR,ORGANIZATION_TYPE,FIRST_VALUABLE_NBA_SEASON,FIRST_VALUABLE_NBA_GP,FIRST_VALUABLE_NBA_MPG,FIRST_VALUABLE_NBA_PPG,FIRST_VALUABLE_NBA_RPG,FIRST_VALUABLE_NBA_APG,FIRST_VALUABLE_NBA_TS_PCT,FIRST_VALUABLE_NBA_USG_PCT
1629669,Jaylen Nowell,2019,College/University,2020-21,42.0,18.1,9.0,2.3,1.5,0.528,0.206
1629670,Jordan Nwora,2020,College/University,2021-22,62.0,19.1,7.9,3.6,1.0,0.506,0.187
1629672,Eric Paschall,2019,College/University,2019-20,60.0,27.6,14.0,4.6,2.1,0.571,0.207
1629673,Jordan Poole,2019,College/University,2019-20,57.0,22.3,8.8,2.1,2.4,0.454,0.2
1629676,Isaiah Roby,2019,College/University,2020-21,61.0,23.4,8.7,5.6,1.8,0.555,0.171
1629678,Admiral Schofield,2019,College/University,2019-20,33.0,11.2,3.0,1.4,0.5,0.502,0.118
1629680,Matisse Thybulle,2019,College/University,2019-20,65.0,19.8,4.7,1.6,1.2,0.539,0.108
1629684,Grant Williams,2019,College/University,2019-20,69.0,15.1,3.4,2.6,1.0,0.505,0.112
1629685,Dylan Windler,2019,College/University,2020-21,31.0,16.5,5.2,3.5,1.1,0.567,0.14
1630162,Anthony Edwards,2020,College/University,2020-21,72.0,32.1,19.3,4.7,2.9,0.523,0.264
1630164,James Wiseman,2020,College/University,2020-21,39.0,21.4,11.5,5.8,0.7,0.552,0.231
1630167,Obi Toppin,2020,College/University,2020-21,62.0,11.0,4.1,2.2,0.5,0.574,0.157
1630168,Onyeka Okongwu,2020,College/University,2020-21,50.0,12.0,4.6,3.3,0.4,0.655,0.141
1630169,Tyrese Haliburton,2020,College/University,2020-21,58.0,30.1,13.0,3.0,5.3,0.585,0.175
1630170,Devin Vassell,2020,College/University,2020-21,62.0,17.0,5.5,2.8,0.9,0.524,0.138
1630171,Isaac Okoro,2020,College/University,2020-21,67.0,32.4,9.6,3.1,1.9,0.514,0.142
1630172,Patrick Williams,2020,College/University,2020-21,71.0,27.9,9.2,4.6,1.4,0.562,0.146
1630173,Precious Achiuwa,2020,College/University,2020-21,61.0,12.1,5.0,3.4,0.5,0.55,0.184
1630174,Aaron Nesmith,2020,College/University,2020-21,46.0,14.5,4.7,2.8,0.5,0.573,0.133
1630175,Cole Anthony,2020,College/University,2020-21,47.0,27.1,12.9,4.7,4.1,0.496,0.235
1630178,Tyrese Maxey,2020,College/University,2020-21,61.0,15.3,8.0,1.7,2.0,0.531,0.222
1630180,Saddiq Bey,2020,College/University,2020-21,70.0,27.3,12.2,4.5,1.4,0.567,0.182
1630182,Josh Green,2020,College/University,2020-21,39.0,11.4,2.6,2.0,0.7,0.49,0.112
1630183,Jaden McDaniels,2020,College/University,2020-21,63.0,24.0,6.8,3.7,1.1,0.552,0.118
1630184,Kira Lewis Jr.,2020,College/University,2020-21,54.0,16.7,6.4,1.3,2.3,0.477,0.176
1630185,Nico Mannion,2020,College/University,2020-21,30.0,12.1,4.1,1.5,2.3,0.487,0.186
1630188,Jalen Smith,2020,College/University,2021-22,51.0,18.1,9.2,6.0,0.5,0.595,0.193
1630190,Elijah Hughes,2020,College/University,2021-22,36.0,12.1,3.5,1.6,0.6,0.426,0.158
1630191,Isaiah Stewart,2020,College/University,2020-21,68.0,21.4,7.9,6.7,0.9,0.597,0.15
1630192,Zeke Nnaji,2020,College/University,2021-22,41.0,17.0,6.6,3.6,0.4,0.629,0.146
1630193,Immanuel Quickley,2020,College/University,2020-21,64.0,19.4,11.4,2.1,2.0,0.557,0.246
1630198,Isaiah Joe,2020,College/University,2021-22,55.0,11.1,3.6,1.0,0.6,0.519,0.144
1630200,Tre Jones,2020,College/University,2021-22,69.0,16.6,6.0,2.2,3.4,0.545,0.151
1630201,Malachi Flynn,2020,College/University,2020-21,47.0,19.7,7.5,2.5,2.9,0.484,0.183
1630202,Payton Pritchard,2020,College/University,2020-21,66.0,19.2,7.7,2.4,1.8,0.582,0.162
1630214,Xavier Tillman,2020,College/University,2020-21,59.0,18.4,6.6,4.3,1.3,0.605,0.142
1630217,Desmond Bane,2020,College/University,2020-21,68.0,22.3,9.2,3.1,1.7,0.6,0.155
1630240,Saben Lee,2020,College/University,2020-21,48.0,16.3,5.6,2.0,3.6,0.536,0.171
1630245,Ayo Dosunmu,2021,College/University,2021-22,77.0,27.4,8.8,2.8,3.3,0.596,0.138
1630526,Jeremiah Robinson-Earl,2021,College/University,2021-22,49.0,22.2,7.5,5.6,1.0,0.526,0.152
1630527,Brandon Boston Jr.,2021,College/University,2021-22,51.0,14.9,6.7,2.2,1.0,0.481,0.212
1630528,Josh Christopher,2021,College/University,2021-22,74.0,18.0,7.9,2.5,2.0,0.534,0.205
1630529,Herbert Jones,2021,College/University,2021-22,78.0,29.9,9.5,3.8,2.1,0.573,0.136
1630530,Trey Murphy III,2021,College/University,2021-22,62.0,13.9,5.4,2.4,0.6,0.558,0.147
1630532,Franz Wagner,2021,College/University,2021-22,79.0,30.7,15.2,4.5,2.9,0.559,0.208
1630533,Ziaire Williams,2021,College/University,2021-22,62.0,21.7,8.1,2.1,1.0,0.559,0.144
1630534,Ochai Agbaji,2022,College/University,2022-23,59.0,20.5,7.9,2.1,1.1,0.561,0.154
1630535,Greg Brown III,2021,College/University,2021-22,48.0,13.3,4.7,2.8,0.7,0.515,0.168
1630537,Chris Duarte,2021,College/University,2021-22,55.0,28.0,13.1,4.1,2.1,0.537,0.207
1630538,Bones Hyland,2021,College/University,2021-22,69.0,19.0,10.1,2.7,2.8,0.558,0.231
1630539,Kai Jones,2021,College/University,2022-23,46.0,11.9,3.4,2.7,0.3,0.597,0.121
1630540,Miles McBride,2021,College/University,2022-23,64.0,11.9,3.5,0.8,1.1,0.475,0.141
1630541,Moses Moody,2021,College/University,2021-22,52.0,11.7,4.4,1.5,0.4,0.573,0.148
1630543,Isaiah Jackson,2021,College/University,2021-22,36.0,15.0,8.2,4.1,0.3,0.607,0.214
1630544,Tre Mann,2021,College/University,2021-22,60.0,22.8,10.4,2.8,1.5,0.501,0.213
1630545,Terrence Shannon Jr,2024,College/University,2024-25,32.0,10.6,4.3,1.5,1.0,0.56,0.166
1630547,James Bouknight,2021,College/University,2022-23,34.0,15.2,5.6,2.1,1.2,0.463,0.192
1630549,Day'Ron Sharpe,2021,College/University,2021-22,32.0,12.2,6.2,5.0,0.5,0.593,0.205
1630550,JT Thor,2021,College/University,2022-23,69.0,14.0,3.8,2.2,0.5,0.506,0.13
1630552,Jalen Johnson,2021,College/University,2022-23,70.0,14.9,5.6,4.0,1.2,0.554,0.156
1630553,Keon Johnson,2021,College/University,2021-22,37.0,18.8,7.2,2.2,2.1,0.453,0.207
1630556,Kessler Edwards,2021,College/University,2021-22,48.0,20.6,5.9,3.6,0.6,0.516,0.132
1630557,Corey Kispert,2021,College/University,2021-22,77.0,23.4,8.2,2.7,1.1,0.586,0.142
1630558,Davion Mitchell,2021,College/University,2021-22,75.0,27.7,11.5,2.2,4.2,0.489,0.202
1630560,Cam Thomas,2021,College/University,2021-22,67.0,17.6,8.5,2.4,1.2,0.519,0.212
1630563,Joshua Primo,2021,College/University,2021-22,50.0,19.3,5.8,2.3,1.6,0.487,0.152
1630567,Scottie Barnes,2021,College/University,2021-22,74.0,35.4,15.3,7.5,3.5,0.552,0.187
1630568,Luka Garza,2021,College/University,2021-22,32.0,12.2,5.8,3.1,0.6,0.535,0.195
1630572,Sandro Mamukelashvili,2021,College/University,2022-23,43.0,15.3,6.1,4.3,1.4,0.516,0.177
1630579,Jericho Sims,2021,College/University,2021-22,41.0,13.5,2.2,4.1,0.5,0.674,0.068
1630583,Santi Aldama,2021,College/University,2021-22,32.0,11.2,4.1,2.7,0.7,0.452,0.174
1630586,Usman Garuba,2021,College/University,2021-22,24.0,10.0,2.0,3.5,0.7,0.51,0.091
1630587,Isaiah Livers,2021,College/University,2022-23,52.0,23.1,6.7,2.8,0.8,0.567,0.117
1630591,Jalen Suggs,2021,College/University,2021-22,48.0,27.2,11.8,3.6,4.4,0.455,0.244
1630592,Jalen Wilson,2023,College/University,2023-24,43.0,15.5,5.0,3.0,1.0,0.537,0.138
1630595,Cade Cunningham,2021,College/University,2021-22,64.0,32.6,17.4,5.5,5.6,0.504,0.273
1630596,Evan Mobley,2021,College/University,2021-22,69.0,33.8,15.0,8.3,2.5,0.549,0.201
1630598,Aaron Wiggins,2021,College/University,2021-22,50.0,24.2,8.3,3.6,1.4,0.556,0.149
1630625,Dalano Banton,2021,College/University,2021-22,64.0,10.9,3.2,1.9,1.5,0.463,0.159
1631093,Jaden Ivey,2022,College/University,2022-23,74.0,31.1,16.3,3.9,5.2,0.528,0.251
1631094,Paolo Banchero,2022,College/University,2022-23,72.0,33.7,20.0,6.9,3.7,0.529,0.272
1631095,Jabari Smith Jr.,2022,College/University,2022-23,79.0,31.0,12.8,7.2,1.3,0.514,0.183
1631096,Chet Holmgren,2022,College/University,2023-24,82.0,29.4,16.5,7.9,2.4,0.632,0.21
1631097,Bennedict Mathurin,2022,College/University,2022-23,78.0,28.5,16.7,4.1,1.5,0.566,0.235
1631098,Johnny Davis,2022,College/University,2022-23,28.0,15.1,5.8,2.3,1.0,0.446,0.192
1631099,Keegan Murray,2022,College/University,2022-23,80.0,29.8,12.2,4.6,1.2,0.597,0.156
1631100,AJ Griffin,2022,College/University,2022-23,72.0,19.5,8.9,2.1,1.0,0.577,0.174
1631101,Shaedon Sharpe,2022,College/University,2022-23,80.0,22.2,9.9,3.0,1.2,0.568,0.186
1631102,TyTy Washington Jr.,2022,College/University,2022-23,31.0,14.0,4.7,1.5,1.5,0.432,0.17
1631103,Malaki Branham,2022,College/University,2022-23,66.0,23.5,10.2,2.7,1.9,0.524,0.188
1631104,Blake Wesley,2022,College/University,2022-23,37.0,18.1,5.0,2.2,2.6,0.393,0.18
1631105,Jalen Duren,2022,College/University,2022-23,67.0,24.9,9.1,8.9,1.1,0.655,0.139
1631106,Tari Eason,2022,College/University,2022-23,82.0,21.6,9.3,6.0,1.1,0.525,0.184
1631108,Max Christie,2022,College/University,2022-23,41.0,12.5,3.1,1.8,0.5,0.566,0.1
1631109,Mark Williams,2022,College/University,2022-23,43.0,19.3,9.0,7.1,0.4,0.659,0.168
1631110,Jeremy Sochan,2022,College/University,2022-23,56.0,26.0,11.0,5.3,2.5,0.509,0.195
1631114,Jalen Williams,2022,College/University,2022-23,75.0,30.3,14.1,4.5,3.3,0.601,0.18
1631116,Patrick Baldwin Jr.,2022,College/University,2023-24,38.0,13.0,4.4,3.2,0.8,0.502,0.153
1631117,Walker Kessler,2022,College/University,2022-23,74.0,23.0,9.2,8.4,0.9,0.702,0.13
1631119,Jaylin Williams,2022,College/University,2022-23,49.0,18.7,5.9,4.9,1.6,0.559,0.133
1631121,Bryce McGowens,2022,College/University,2022-23,46.0,17.1,5.3,2.0,1.2,0.519,0.147
1631124,Julian Strawther,2023,College/University,2023-24,50.0,10.9,4.5,1.2,0.9,0.482,0.193
1631128,Christian Braun,2022,College/University,2022-23,76.0,15.5,4.7,2.4,0.8,0.568,0.127
1631132,Christian Koloko,2022,College/University,2022-23,58.0,13.8,3.1,2.9,0.5,0.517,0.1
1631133,Jabari Walker,2022,College/University,2022-23,56.0,11.1,3.9,2.3,0.6,0.496,0.164
1631170,Jaime Jaquez Jr.,2023,College/University,2023-24,75.0,28.2,11.9,3.8,2.6,0.574,0.181
1631200,Kris Murray,2023,College/University,2023-24,62.0,21.7,6.1,3.6,1.3,0.481,0.136
1631204,Marcus Sasser,2023,College/University,2023-24,71.0,19.0,8.3,1.8,3.3,0.542,0.195
1631207,Dalen Terry,2022,College/University,2023-24,59.0,11.5,3.1,1.9,1.4,0.512,0.127
1631209,Isaiah Wong,2023,College/University,2024-25,20.0,13.3,6.0,1.6,1.4,0.5,0.22
1631212,Peyton Watson,2022,College/University,2023-24,80.0,18.6,6.6,3.2,1.1,0.539,0.16
1631216,Caleb Houstan,2022,College/University,2022-23,51.0,15.9,3.8,1.9,0.6,0.508,0.107
1631218,Trayce Jackson-Davis,2023,College/University,2023-24,68.0,16.6,7.9,5.0,1.2,0.692,0.157
1631222,Jake LaRavia,2022,College/University,2022-23,35.0,11.8,3.0,1.8,0.6,0.531,0.117
1631223,David Roddy,2022,College/University,2022-23,70.0,18.0,6.7,2.8,0.8,0.519,0.163
1631243,Mouhamed Gueye,2023,College/University,2024-25,33.0,16.1,6.0,4.2,0.8,0.52,0.155
1631246,Vince Williams Jr.,2022,College/University,2023-24,52.0,27.6,10.0,5.6,3.4,0.597,0.155
1631248,Baylor Scheierman,2024,College/University,2024-25,31.0,12.4,3.6,2.1,1.1,0.49,0.143
1641706,Brandon Miller,2023,College/University,2023-24,74.0,32.2,17.3,4.3,2.4,0.552,0.235
1641707,Taylor Hendricks,2023,College/University,2023-24,40.0,21.4,7.3,4.6,0.8,0.578,0.135
1641710,Anthony Black,2023,College/University,2023-24,69.0,16.9,4.6,2.0,1.3,0.56,0.123
1641711,Gradey Dick,2023,College/University,2023-24,60.0,21.1,8.5,2.2,1.1,0.546,0.167
1641713,GG Jackson,2023,College/University,2023-24,48.0,25.7,14.6,4.1,1.2,0.554,0.238
1641715,Cam Whitmore,2023,College/University,2023-24,47.0,18.7,12.3,3.8,0.7,0.561,0.255
1641716,Jarace Walker,2023,College/University,2023-24,33.0,10.3,3.6,1.9,1.2,0.527,0.155
1641717,Cason Wallace,2023,College/University,2023-24,82.0,20.6,6.8,2.3,1.5,0.612,0.127
1641718,Keyonte George,2023,College/University,2023-24,75.0,27.0,13.0,2.8,4.4,0.533,0.224
1641721,Maxwell Lewis,2023,College/University,2024-25,28.0,11.7,4.1,2.0,0.7,0.516,0.164
1641722,Jordan Hawkins,2023,College/University,2023-24,67.0,17.3,7.8,2.2,1.0,0.533,0.188
1641724,Jett Howard,2023,College/University,2024-25,60.0,11.7,4.4,1.2,0.7,0.491,0.181
1641726,Dereck Lively II,2023,College/University,2023-24,55.0,23.5,8.8,6.9,1.1,0.728,0.124
1641727,Dariq Whitehead,2023,College/University,2024-25,20.0,12.3,5.7,1.4,0.6,0.58,0.189
1641729,Brice Sensabaugh,2023,College/University,2023-24,32.0,18.3,7.5,3.2,1.7,0.511,0.201
1641730,Noah Clowney,2023,College/University,2023-24,23.0,16.1,5.8,3.5,0.8,0.626,0.137
1641732,Colby Jones,2023,College/University,2024-25,39.0,13.2,4.0,2.2,1.1,0.544,0.138
1641733,Nick Smith Jr.,2023,College/University,2023-24,51.0,14.3,5.9,1.4,1.2,0.511,0.202
1641737,Adem Bona,2024,College/University,2024-25,58.0,15.6,5.8,4.2,0.5,0.714,0.135
1641739,Toumani Camara,2023,College/University,2023-24,70.0,24.8,7.5,4.9,1.2,0.547,0.134
1641740,Jaylen Clark,2023,College/University,2024-25,40.0,13.0,4.1,1.3,0.6,0.598,0.115
1641744,Zach Edey,2024,College/University,2024-25,66.0,21.5,9.2,8.3,1.0,0.624,0.156
1641748,Andre Jackson Jr.,2023,College/University,2023-24,57.0,10.0,2.2,2.0,0.9,0.596,0.097
1641757,Jordan Miller,2023,College/University,2024-25,37.0,11.4,4.1,1.6,0.9,0.509,0.175
1641763,Julian Phillips,2023,College/University,2024-25,79.0,14.2,4.6,2.1,0.5,0.571,0.126
1641764,Brandin Podziemski,2023,College/University,2023-24,74.0,26.6,9.2,5.8,3.7,0.54,0.149
1641765,Olivier-Maxence Prosper,2023,College/University,2024-25,52.0,11.2,3.9,2.4,0.8,0.484,0.158
1641767,Ben Sheppard,2023,College/University,2023-24,57.0,14.3,4.4,1.6,0.9,0.524,0.125
1641783,Tristan da Silva,2024,College/University,2024-25,74.0,22.0,7.2,3.3,1.5,0.522,0.149
